2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
6710	<sen_neg> Your attack was clearly in retaliation for my waring to you vandalising edits. This is your last warning. Stop now.	Tvůj útok byl jasně odplatou za to , že jsem ti varoval , že zničím úpravy , tohle je tvoje poslední varování .	[0, 0, 0]	NOT
1037	<sen_neu> GA nomination on hold to allow the prose and minor MoS issues to be	GA nominace na čekat , aby bylo možné proslovu a menší otázky MoS být	[2, 0, 0]	NOT
4209	<sen_neu> You've never done it that I know of, but I almost have.''''''	"Nikdy jsi to neudělal , o čem bych věděl , ale skoro jsem to udělal . "" ' ' ' '"	[0, 0, 0]	NOT
8898	<sen_neg> February 2013 Please stop your disruptive editing. If you will continue, like you did with WXCW, you will be BLOCKED from editing.	Únor 2013 Prosím , přestaňte své narušující úpravy . Pokud budete pokračovat , jako jste udělali s WXCW , budete BLOCKED z úpravy .	[0, 0, 0]	NOT
7374	<sen_neg> suggest why they can't be listed in the Recreation & Sports in Sabah catagories??	navrhnout , proč nemohou být uvedeny v Recreation & Sports v Sabah katagorie ? ?	[0, 0, 0]	NOT
271	<sen_neu> Again, no POV's, just provide a source to support your POV. amazingly you haven't done so.	Znovu , žádné POV , jen poskytněte zdroj , který podpoří váš POV . Úžasně jste to neudělali .	[0, 0, 0]	NOT
1427	<sen_neu> I HAVE NO LIFE, AND IF I DON'T GET TO EVER HAVE SEX THEN I WILL MAKE EVERYONE'S LIFE I CAN AS MISERABLE AS POSSIBLE!	Nemám život , a když se nedostanu nikdy mít sex , tak udělám život každého , mohu to mít co nejpochybnější !	[1, 3, 1]	ERR
7807	<sen_neg> and are you using your secondary school's computer	a používáte počítač své střední školy ?	[0, 0, 0]	NOT
1991	<sen_neg> Am I getting this right? You are blocking me because of a suspicion?	Zablokujete mě kvůli podezření ?	[3, 1, 1]	ERR
1628	<sen_neu> alignment on this subject and which are contrary to those of DuLithgow	vyrovnání na toto téma a které jsou v rozporu s DuLithgow	[0, 0, 0]	NOT
4023	<sen_neg> THEN do a favor for all of us, as an editor remove the part about Republic of Armenia. It is not even relevant to Enver. Just remove it.armenianNY	Pak udělat laskavost pro nás všechny , jako editor odstranit část o Republic of Armenia . To není ani relevantní pro Enver . Jen odstranit . armenianNY	[0, 0, 1]	ERR
2092	<sen_neg> The above is all very interesting - but completely irrelevant to the parable this page is supposed to be about.	Všechno výše uvedené je velmi zajímavé - ale zcela bezvýznamné pro podobu , o které má být tato stránka .	[0, 0, 0]	NOT
8507	<sen_pos> Patrick, Taki - do not shut down! I love TAC, it's like conservative crack!!	Patricku , Taki - nezavři hubu ! Miluji TAC , je to jako konzervativní crack ! !	[1, 1, 0]	ERR
2093	<sen_pos> Indeed, I started Glossary of Japanese history; this can be helpful in those unfamiliar with tons of terms in Japanese history.	Opravdu , začal jsem Glosář japonské historie ; to může být užitečné pro ty , kteří nejsou obeznámeni s tony termínů v japonské historii .	[1, 0, 1]	ERR
6830	<sen_neg> I wouldn't hold your breath. The guy is a complete tosser	Nepřidržel bych tvůj dech , ten chlap je úplný tvrďák	[1, 1, 1]	ERR
5358	<sen_neg> The point of this is not this particular word: this is an example of etymological speculation.	Účelem tohoto není toto konkrétní slovo : je to příklad etymologické spekulace .	[0, 0, 0]	NOT
9004	<sen_neg> Also, I read the policies that Jasper Deng linked.	Také jsem četl politiky , které Jasper Deng spojil .	[0, 0, 0]	NOT
6225	<sen_neg> People should know things. Rihanna originated in Pop music and the Flo Rida MuchMusic photo takes up to much space.	Lidé by měli vědět věci . Rihanna vznikla v popové hudbě a Flo Rida MuchMusic fotka trvá až do velkého prostoru .	[0, 0, 0]	NOT
8428	<sen_neg> If that weren't the case, I would be happy to do it, however.	Kdyby tomu tak nebylo , byl bych rád , kdybych to udělal .	[0, 0, 0]	NOT
5768	<sen_pos> Please accept this exceptional newcomer award as a token of appreciation	Prosím , přijměte tuto výjimečnou ocenění nově příchozí jako znamení vděčnosti	[0, 0, 0]	NOT
9116	<sen_neg> Also, you haven't said what information was deleted according to you.	Také jste neřekl , jaká informace byla podle vás vymazána .	[0, 0, 0]	NOT
5895	<sen_neu> the people who first translated final fantasy v are being nominated for deletion.	lidé , kteří poprvé přeložily konečné fantasy v jsou nominovány k odstranění .	[1, 1, 0]	ERR
949	<sen_neu> Don't touch my talk page anymore. Take up somewhere else if you have a problem with what I've written. Thanks.	Jestli máš problém s tím , co jsem napsala , tak si to vezmi někam jinam .	[1, 0, 0]	ERR
9201	<sen_neu> It was a mistake, I wanted to do an userpage, pls delete it. Thanks	Byla to chyba , chtěl jsem udělat uživatelskou stránku , pls ji smazat . Díky	[0, 0, 0]	NOT
9532	<sen_neu> Tedder, Thanks for the update. earlier I expressed that I would leave the page be. Do you agree?? If not, would there be a problem?	Tedder , Díky za aktualizaci . dříve jsem vyjádřil , že bych opustila stránku být . Souhlasíte ? ? Pokud ne , by tam byl problém ?	[0, 0, 0]	NOT
9077	<sen_neu> I would also be grateful if someone could give me some pointers about how to get the screenshots etc from wikimedia to display properly.	Byl bych také vděčný , kdyby mi někdo mohl dát nějaké ukazatele o tom , jak získat screenshoty atd . z wikimedia , aby se správně zobrazily .	[0, 0, 0]	NOT
4784	<sen_neg> Please move this article to Toon Studio, because the lot's name is set to be without an -s- an the end.	Přesuňte prosím tento článek do Toon Studio , protože název lotu je nastaven tak , aby byl bez - s - a konce .	[0, 0, 0]	NOT
4873	<sen_neg> WWSD (What would Seamus Do)? He'd say Derry, and the article should reflect that.	WWSD ( Co by Seamus udělal ) ? Řekl by Derry , a článek by to měl odrážet .	[0, 0, 0]	NOT
3483	<sen_neg> Please do not send more messages on my talk page and watch others mistakes next time.	Prosím , nezasílejte další zprávy na mé stránce a příště se dívejte na chyby ostatních .	[0, 0, 0]	NOT
9518	<sen_neg> Why is none of the above appearing when not in Editing Talk Page mode - or has the auto-archive got ahead of itself?	Proč se nic z výše uvedeného nevyskytuje , když není v režimu Editing Talk Page - nebo se auto - archive dostalo před sebe ?	[0, 0, 0]	NOT
9102	<sen_neg> If stone can bleed blood, we don't need the blood bank.	Jestli může kámen krvácet krev , tak nepotřebujeme krevní banku .	[0, 0, 0]	NOT
4156	<sen_neg> And [URL] shows where to find Camp B Road (Google Maps doesn't seem to want to find it)	A [ URL ] ukazuje , kde najít Camp B Road ( Google Maps se nezdá , že ho chtějí najít )	[0, 0, 0]	NOT
2781	<sen_neg> Eli is not a crack whore and works the streets for money. if you want him go the the burbs and yell out two headed white bitch raper.	Eli není crack děvka a pracuje na ulici za peníze . Jestli chceš , aby šel do burbů a vykřikl dvě hlavy bílé děvky raper .	[0, 1, 1]	ERR
9553	<sen_neg> right, i didnt do anything. your a bit big for your boots, your treating this like a crime or something. this is wikipedia not the supreme court.	Dobře , nic jsem neudělal . Jsi trochu velký na boty , že se s tím zacházíš jako s zločinem nebo tak něco . Tohle je wikipedia , ne Nejvyšší soud .	[0, 0, 0]	NOT
4574	<sen_neg> brewing up falsified RFCs. If we are not adult enough to sort it out here consensually, then we do not deserve the Wiki.	Pokud nejsme dostatečně dospělí , abychom to tady vyřešili konsensuálně , pak si nezasloužíme Wiki .	[0, 1, 0]	ERR
1503	<sen_neu> All reliable sources say just under 70% of Albania is Muslim.	Všechny spolehlivé zdroje tvrdí , že téměř 70 % Albánie je muslimů .	[0, 0, 0]	NOT
716	<sen_neg> yeah right, some asshole logged on to my computer while i was passed out	Jo , jasně , nějaký hajzl se připojil k mému počítači , když jsem byl mimo .	[0, 0, 0]	NOT
2487	<sen_neg> And don't worry about abuse from Fatuous Fistula. As his Cod Latin name implies, he's not the sharpest tool in the box.	A nebojte se zneužívání z Fatuous Fistula . Jak jeho Cod latinské jméno naznačuje , on není nejchytřejší nástroj v krabici .	[1, 1, 0]	ERR
5962	<sen_neu> Disregard the above question, I have found plenty of sources, but the day is over. I will work on this some more tomorrow. *	Bez ohledu na výše uvedenou otázku , našel jsem spoustu zdrojů , ale den je pryč . Zítra na tom ještě něco budu pracovat . *	[0, 0, 0]	NOT
57	<sen_neg> Can you stop reverting my edits as they do NOT constitute vandalism	Můžeš přestat opakovat moje úpravy , protože nepředstavují vandalismus ?	[1, 0, 1]	ERR
7194	<sen_neu> Will Triple H and Shawn Michaels have a DX atire and a normal attire?	Bude mít Triple H a Shawn Michaels DX oblečení a normální oblečení ?	[0, 0, 0]	NOT
9340	<sen_pos> Oh excellent someone changed the picture...well done. Oh hello yamla if your reading this	Oh výborně někdo změnil obrázek . . . dobře . Oh ahoj Yamla , pokud si to přečtete	[0, 0, 0]	NOT
66	<sen_neg> Please don't vandalize Wikipedia, it is considered vandalism. If you continue you will be banned. If you'd like to vandalize use the Sandwich	Prosím , nedezničujte Wikipedii , je to považováno za vandalismus . Pokud budete pokračovat budete zakázáni . Pokud chcete zničit používat Sandwich	[0, 0, 0]	NOT
8631	<sen_neg> OK, if there will be no subsections than that solves that.	Dobře , pokud nebudou žádné pododdíly , pak to vyřeší .	[0, 0, 0]	NOT
3610	<sen_neg> Is this a hint that you want me to make arrangements for your matyrdom?	Je to náznak , že chceš , abych se postaral o tvé mateřství ?	[1, 1, 1]	ERR
21	<sen_neg> May i remind you that these Arvanites are from the same stock as Arbereshe yet the latter one has no problem acknowledging their origins.	Mohu vám připomenout , že tito Arvaniti jsou ze stejné populace jako Arbereshe , ale ten poslední nemá problém uznat jejich původ .	[1, 1, 0]	ERR
8685	<sen_neg> Go to hell, you power-spinning, pompous arsewipe.	Běž k čertu , ty vrtoucí se sílou , pompózní šípku .	[1, 1, 1]	ERR
2699	<sen_neu> Oh, hey, Blackguard! This isn't my first edit to Wikipedia, you know. Remember me? I vexed you a few weeks ago. I'm back, baby, I am BACK.	Tohle není moje první úprava na Wikipedii , víš , pamatuješ si mě ?	[3, 1, 1]	ERR
9650	<sen_neg> I resent being berated by some 'know it all' who goes off half-cocked. >:	"Nelíbí se mi , že mě někdo "" ví to všechno "" , kdo se pustí napůl nacpaný . > :"	[1, 0, 0]	ERR
7362	<sen_pos> I award you the asterisk of minimal contribution, median typos and maximal chutzpah. *. Congratulations.	Uděluji vám hvězdičku minimálního příspěvku , středních typů a maximální chutzpah . * . Gratuluji .	[0, 0, 1]	ERR
4661	<sen_neg> I'm not the first one who see your submission as an advertisement. Your submission has a history of deletion due to unambiguous advertising.	Nejsem první , kdo vidí vaše podání jako reklamu . Vaše podání má historii zrušení kvůli jednoznačné reklamě .	[0, 0, 0]	NOT
6149	<sen_neg> Somehow, I should have been notified of that discussion, Minderbinder.	Nějakým způsobem jsem měl být o této diskuzi informován , Minderbindere .	[0, 0, 0]	NOT
9405	<sen_neg> Adding that this needs to be deleted since there is already a page [URL]	Přidá se , že toto musí být vymazáno , protože již existuje stránka [ URL ]	[0, 0, 0]	NOT
2266	<sen_neg> am deeply sorry and I promise to never edit another page ever again	moc se omlouvám a slibuji , že už nikdy nebudu editovat další stránku .	[0, 0, 0]	NOT
9844	<sen_neg> Well, if u can give it a decent translation than?	No , pokud to můžete dát slušný překlad než ?	[0, 0, 0]	NOT
8702	<sen_neg> Please dont change Prince Remigius Jerry Kanagarajah,s page, Becauase he his the Prince of Jaffna. No one as right to change his page	Prosím , nezměňte stránku prince Remigius Jerry Kanagarajah , protože je jeho princ z Jaffny . Nikdo nemá právo změnit svou stránku .	[0, 1, 1]	ERR
916	<sen_neg> Witkacy is blocked, and Molobo will be blocked, too!	Witkacy je zablokován a Molobo bude zablokován také !	[0, 0, 0]	NOT
5362	<sen_neg> general typo errors *check that alphabetical order is correct :	obecné chyby typování *kontrolujte , zda je správný abecední řád :	[0, 0, 0]	NOT
1454	<sen_neu> by government-planned controlled demolition. As a cover-up, the government said that commercial	vládou plánované kontrolované demolice . Jako krytí , vláda řekla , že komerční	[0, 0, 0]	NOT
6771	<sen_neg> Can anyone suggest a way to stop the user Crusio from vandalizing this page? Please post your suggestions, so actions can be taken.	Může někdo navrhnout způsob , jak zastavit uživatele Crusio z vandalizace této stránky ? Prosím , položte své návrhy , takže akce mohou být přijata .	[0, 0, 0]	NOT
5402	<sen_neu> But the article belongs to me! duh! YOU HAVE NO PERMISSION TO REMOVE IT! ( )	Ale ten článek patří mně ! duh ! Nemáte oprávnění ho odstranit ! ( )	[0, 0, 0]	NOT
7256	<sen_neu> I have now restored my contribution to the article Negroid. I hope you do not continue to vandalize Wikipedia by removing it.	Nyní jsem vrátil svůj příspěvek k článku Negroid . Doufám , že nebudete pokračovat v vandalize Wikipedie tím , že ji odstraníte .	[0, 0, 0]	NOT
8889	<sen_neg> I think this page should be merged with the page onthe country Angola.	Myslím , že by se tato stránka měla spojit sstránkou o zemi Angola .	[0, 0, 0]	NOT
2936	<sen_neg> I've added the sentence minus the last four words to the Death section, with that source.	Přidal jsem větu minus poslední čtyři slova do sekce Smrt , s tím zdrojem .	[0, 0, 0]	NOT
8707	<sen_neg> what? I'd already spoken to someone else on here who 'warned' me for doing something else that I hadn't done. And now I'm blocked?	Už jsem mluvil s někým jiným , kdo mě varoval , že dělám něco jiného , co jsem neudělal .	[0, 0, 0]	NOT
6733	<sen_neu> Also see: * [URL] * [URL] * [URL] * [URL] * [URL]	Viz také : * [ URL ] * [ URL ] * [ URL ] * [ URL ] * [ URL ] * [ URL ]	[0, 0, 0]	NOT
8553	<sen_neg> Regarding what Tempodivalse stated above, I have reverted him. And don't overlook the Incomplete citations section below on your talk page.	Pokud jde o to , co Tempodivalse uvedl výše , obrátil jsem se na něj . A nenechte si ujít sekci Neúplné citace níže na vaší diskusní stránce .	[0, 0, 1]	ERR
